# 3-D Hartmann: ny=65 nx=8 nz=8 Ha=10 nu=0.1 Pr_m=1
# B0=3.12500000e-02 F=1.95330235e-05  delta=L/Ha=3.2000 cells
# y/L  u_num  u_exact  b_num  b_exact
0.21875000 1.9976453912e-02 1.9993620640e-02 -4.3673982933e-03 -4.3674055130e-03
0.25000000 1.9973675387e-02 1.9990678930e-02 -4.9895525106e-03 -4.9894658679e-03
0.28125000 1.9969851502e-02 1.9986640721e-02 -5.6106751013e-03 -5.6104443999e-03
0.31250000 1.9964599200e-02 1.9981108434e-02 -6.2303795377e-03 -6.2299395938e-03
0.34375000 1.9957392303e-02 1.9973537399e-02 -6.8481372243e-03 -6.8474038943e-03
0.37500000 1.9947508778e-02 1.9963182217e-02 -7.4632245324e-03 -7.4620897972e-03
0.40625000 1.9933958374e-02 1.9949023387e-02 -8.0746502892e-03 -8.0729762556e-03
0.43750000 1.9915383371e-02 1.9929666918e-02 -8.6810564513e-03 -8.6786681532e-03
0.46875000 1.9889922488e-02 1.9903207100e-02 -9.2805820061e-03 -9.2772589511e-03
0.50000000 1.9855024320e-02 1.9867038867e-02 -9.8706764592e-03 -9.8661429815e-03
0.53125000 1.9807191590e-02 1.9817601328e-02 -1.0447844210e-02 -1.0441758911e-02
0.56250000 1.9741630590e-02 1.9750027181e-02 -1.1007294190e-02 -1.0999239113e-02
0.59375000 1.9651770691e-02 1.9657663509e-02 -1.1542459654e-02 -1.1531930437e-02
0.62500000 1.9528605792e-02 1.9531416781e-02 -1.2044339994e-02 -1.2030739175e-02
0.65625000 1.9359791796e-02 1.9358857554e-02 -1.2500598632e-02 -1.2483235759e-02
0.68750000 1.9128409824e-02 1.9122996757e-02 -1.2894326649e-02 -1.2872431026e-02
0.71875000 1.8811271596e-02 1.8800613051e-02 -1.3202348386e-02 -1.3175103569e-02
0.75000000 1.8376597865e-02 1.8359966611e-02 -1.3392899503e-02 -1.3359513513e-02
0.78125000 1.7780838603e-02 1.7757674221e-02 -1.3422445466e-02 -1.3382277606e-02
0.81250000 1.6964318674e-02 1.6934438045e-02 -1.3231322805e-02 -1.3184097985e-02
0.84375000 1.5845276606e-02 1.5809207543e-02 -1.2737768582e-02 -1.2683924091e-02
0.87500000 1.4311704692e-02 1.4271199754e-02 -1.1829743424e-02 -1.1770972949e-02
0.90625000 1.2210178052e-02 1.2168992320e-02 -1.0353734118e-02 -1.0293822191e-02
0.93750000 9.3305489537e-03 9.2956154152e-03 -8.0994192270e-03 -8.0455019819e-03
0.96875000 5.3849263033e-03 5.3681748244e-03 -4.7786587505e-03 -4.7431181022e-03
1.00000000 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00 0.0000000000e+00
